Input for MX Roads 
Generated on 06-Nov-06 11:27:28 PM

Northing          	Easting           	Elevation         	Layer             	Sequence ID       
       1.909	       4.782	       2.300	1	11248
       2.573	       7.779	       3.390	1	11249
       0.350	       8.246	       4.670	1	11250
      -0.063	       5.249	       3.390	1	11251
       1.909	       4.782	       2.300	1	11252
       0.834	       7.546	       3.390	1	11254
       1.784	       7.223	       3.390	1	11255
       0.744	       6.146	       3.390	1	11257
       1.569	       5.895	       3.390	1	11258
       1.927	       4.962	       2.300	1	11260
       2.591	       7.958	       3.390	1	11261
       0.368	       8.425	       4.670	1	11262
      -0.045	       5.428	       3.390	1	11263
       1.927	       4.962	       2.300	1	11264
       0.923	       7.600	       3.390	1	11266
       1.874	       7.277	       3.390	1	11267
       0.834	       6.200	       3.390	1	11269
       1.658	       5.949	       3.390	1	11270
       2.017	       5.016	       2.300	1	11272
       2.680	       8.012	       3.390	1	11273
       0.457	       8.479	       4.670	1	11274
       0.045	       5.482	       3.390	1	11275
       2.017	       5.016	       2.300	1	11276
       1.228	       7.600	       3.390	1	11278
       2.178	       7.277	       3.390	1	11279
       1.138	       6.200	       3.390	1	11281
       1.963	       5.949	       3.390	1	11282
       2.322	       5.016	       2.300	1	11284
       2.985	       8.012	       3.390	1	11285
       0.762	       8.479	       4.670	1	11286
       0.350	       5.482	       3.390	1	11287
       2.322	       5.016	       2.300	1	11288
       1.300	       7.546	       3.390	1	11290
       2.250	       7.223	       3.390	1	11291
       1.210	       6.146	       3.390	1	11293
       2.035	       5.895	       3.390	1	11294
       2.393	       4.962	       2.300	1	11296
       3.057	       7.958	       3.390	1	11297
       0.834	       8.425	       4.670	1	11298
       0.421	       5.428	       3.390	1	11299
       2.393	       4.962	       2.300	1	11300
       1.300	       7.205	       3.390	1	11302
       2.250	       6.882	       3.390	1	11303
       1.210	       5.805	       3.390	1	11305
       2.035	       5.554	       3.390	1	11306
       2.393	       4.621	       2.300	1	11308
       3.057	       7.617	       3.390	1	11309
       0.834	       8.084	       4.670	1	11310
       0.421	       5.087	       3.390	1	11311
       2.393	       4.621	       2.300	1	11312
       1.533	       7.169	       3.390	1	11314
       2.483	       6.846	       3.390	1	11315
       1.443	       5.769	       3.390	1	11317
       2.268	       5.518	       3.390	1	11318
       2.626	       4.585	       2.300	1	11320
       3.290	       7.582	       3.390	1	11321
       1.067	       8.048	       4.670	1	11322
       0.654	       5.051	       3.390	1	11323
       2.626	       4.585	       2.300	1	11324
       1.766	       7.169	       3.390	1	11326
       2.716	       6.846	       3.390	1	11327
       1.676	       5.769	       3.390	1	11329
       2.501	       5.518	       3.390	1	11330
       2.860	       4.585	       2.300	1	11332
       3.523	       7.582	       3.390	1	11333
       1.300	       8.048	       4.670	1	11334
       0.887	       5.051	       3.390	1	11335
       2.860	       4.585	       2.300	1	11336
       1.945	       7.169	       3.390	1	11338
       2.895	       6.846	       3.390	1	11339
       1.856	       5.769	       3.390	1	11341
       2.680	       5.518	       3.390	1	11342
       3.039	       4.585	       2.300	1	11344
       3.702	       7.582	       3.390	1	11345
       1.479	       8.048	       4.670	1	11346
       1.067	       5.051	       3.390	1	11347
       3.039	       4.585	       2.300	1	11348
       2.250	       7.187	       3.390	1	11350
       3.200	       6.864	       3.390	1	11351
       2.160	       5.787	       3.390	1	11353
       2.985	       5.536	       3.390	1	11354
       3.344	       4.603	       2.300	1	11356
       4.007	       7.600	       3.390	1	11357
       1.784	       8.066	       4.670	1	11358
       1.372	       5.069	       3.390	1	11359
       3.344	       4.603	       2.300	1	11360
       2.483	       7.294	       3.390	1	11362
       3.433	       6.971	       3.390	1	11363
       2.393	       5.895	       3.390	1	11365
       3.218	       5.644	       3.390	1	11366
       3.577	       4.710	       2.300	1	11368
       4.240	       7.707	       3.390	1	11369
       2.017	       8.174	       4.670	1	11370
       1.605	       5.177	       3.390	1	11371
       3.577	       4.710	       2.300	1	11372
       2.806	       7.600	       3.390	1	11374
       3.756	       7.277	       3.390	1	11375
       2.716	       6.200	       3.390	1	11377
       3.541	       5.949	       3.390	1	11378
       3.899	       5.016	       2.300	1	11380
       4.563	       8.012	       3.390	1	11381
       2.340	       8.479	       4.670	1	11382
       1.927	       5.482	       3.390	1	11383
       3.899	       5.016	       2.300	1	11384
       2.860	       7.869	       3.390	1	11386
       3.810	       7.546	       3.390	1	11387
       2.770	       6.469	       3.390	1	11389
       3.595	       6.218	       3.390	1	11390
       3.953	       5.285	       2.300	1	11392
       4.617	       8.281	       3.390	1	11393
       2.393	       8.748	       4.670	1	11394
       1.981	       5.751	       3.390	1	11395
       3.953	       5.285	       2.300	1	11396
       2.573	       8.622	       3.390	1	11398
       3.523	       8.299	       3.390	1	11399
       2.483	       7.223	       3.390	1	11401
       3.308	       6.971	       3.390	1	11402
       3.666	       6.038	       2.300	1	11404
       4.330	       9.035	       3.390	1	11405
       2.107	       9.502	       4.670	1	11406
       1.694	       6.505	       3.390	1	11407
       3.666	       6.038	       2.300	1	11408
       3.666	       6.038	       2.300	1	11410
       4.330	       9.035	       3.390	1	11411
       2.107	       9.502	       4.670	1	11412
       1.694	       6.505	       3.390	1	11413
       3.666	       6.038	       2.300	1	11414
       3.039	       9.753	       3.390	1	11416
       3.989	       9.430	       3.390	1	11417
       2.949	       8.353	       3.390	1	11419
       3.774	       8.102	       3.390	1	11420
       4.132	       7.169	       2.300	1	11422
       4.796	      10.166	       3.390	1	11423
       2.573	      10.632	       4.670	1	11424
       2.160	       7.635	       3.390	1	11425
       4.132	       7.169	       2.300	1	11426
       3.666	       6.038	       2.300	1	11428
       4.330	       9.035	       3.390	1	11429
       2.107	       9.502	       4.670	1	11430
       1.694	       6.505	       3.390	1	11431
       3.666	       6.038	       2.300	1	11432
       2.465	      10.309	       3.390	1	11434
       3.415	       9.986	       3.390	1	11435
       2.375	       8.909	       3.390	1	11437
       3.200	       8.658	       3.390	1	11438
       3.559	       7.725	       2.300	1	11440
       4.222	      10.722	       3.390	1	11441
       1.999	      11.188	       4.670	1	11442
       1.587	       8.192	       3.390	1	11443
       3.559	       7.725	       2.300	1	11444
       2.322	      10.542	       3.390	1	11446
       3.272	      10.219	       3.390	1	11447
       2.232	       9.143	       3.390	1	11449
       3.057	       8.892	       3.390	1	11450
       3.415	       7.958	       2.300	1	11452
       4.079	      10.955	       3.390	1	11453
       1.856	      11.422	       4.670	1	11454
       1.443	       8.425	       3.390	1	11455
       3.415	       7.958	       2.300	1	11456
       2.125	      10.596	       3.390	1	11458
       3.075	      10.273	       3.390	1	11459
       2.035	       9.197	       3.390	1	11461
       2.860	       8.945	       3.390	1	11462
       3.218	       8.012	       2.300	1	11464
       3.881	      11.009	       3.390	1	11465
       1.658	      11.476	       4.670	1	11466
       1.246	       8.479	       3.390	1	11467
       3.218	       8.012	       2.300	1	11468
       1.569	       8.066	       3.390	1	11470
       2.393	       7.815	       3.390	1	11471
       1.658	       9.466	       3.390	1	11473
       2.609	       9.143	       3.390	1	11474
       2.752	       6.882	       2.300	1	11476
       3.415	       9.878	       3.390	1	11477
       1.192	      10.345	       4.670	1	11478
       0.780	       7.348	       3.390	1	11479
       2.752	       6.882	       2.300	1	11480
       4.186	       9.376	       3.390	1	11482
       4.330	       9.143	       3.390	1	11484
       4.437	       7.456	       3.390	1	11486
       4.903	       8.586	       3.390	1	11488
       4.724	       6.702	       3.390	1	11490
       4.670	       6.433	       3.390	1	11492
       4.348	       6.128	       3.390	1	11494
       4.115	       6.020	       3.390	1	11496
       3.810	       6.002	       3.390	1	11498
       3.630	       6.002	       3.390	1	11500
       3.397	       6.002	       3.390	1	11502
       3.164	       6.038	       3.390	1	11504
       3.164	       6.379	       3.390	1	11506
       3.093	       6.433	       3.390	1	11508
       2.788	       6.433	       3.390	1	11510
       2.698	       6.379	       3.390	1	11512
       2.680	       6.200	       3.390	1	11514
       3.362	       8.443	       3.390	1	11516
       3.828	       9.573	       3.390	1	11518
       4.025	       9.520	       3.390	1	11520
       4.168	       9.286	       3.390	1	11522
       4.276	       7.600	       3.390	1	11524
       4.742	       8.730	       3.390	1	11526
       4.563	       6.846	       3.390	1	11528
       4.509	       6.577	       3.390	1	11530
       4.186	       6.272	       3.390	1	11532
       3.953	       6.164	       3.390	1	11534
       3.648	       6.146	       3.390	1	11536
       3.469	       6.146	       3.390	1	11538
       3.236	       6.146	       3.390	1	11540
       3.003	       6.182	       3.390	1	11542
       3.003	       6.523	       3.390	1	11544
       2.931	       6.577	       3.390	1	11546
       2.626	       6.577	       3.390	1	11548
       2.537	       6.523	       3.390	1	11550
       2.519	       6.343	       3.390	1	11552
       3.272	       8.515	       3.390	1	11554
       3.738	       9.645	       3.390	1	11556
       3.935	       9.591	       3.390	1	11558
       4.079	       9.358	       3.390	1	11560
       4.186	       7.671	       3.390	1	11562
       4.652	       8.802	       3.390	1	11564
       4.473	       6.918	       3.390	1	11566
       4.419	       6.648	       3.390	1	11568
       4.097	       6.343	       3.390	1	11570
       3.864	       6.236	       3.390	1	11572
       3.559	       6.218	       3.390	1	11574
       3.379	       6.218	       3.390	1	11576
       3.146	       6.218	       3.390	1	11578
       2.913	       6.595	       3.390	1	11580
       2.842	       6.648	       3.390	1	11582
       2.537	       6.648	       3.390	1	11584
       2.447	       6.595	       3.390	1	11586
       2.429	       6.415	       3.390	1	11588
       3.182	       8.569	       3.390	1	11590
       3.648	       9.699	       3.390	1	11592
       3.846	       9.645	       3.390	1	11594
       3.989	       9.412	       3.390	1	11596
       4.097	       7.725	       3.390	1	11598
       4.563	       8.856	       3.390	1	11600
       4.383	       6.971	       3.390	1	11602
       4.330	       6.702	       3.390	1	11604
       4.007	       6.397	       3.390	1	11606
       3.774	       6.290	       3.390	1	11608
       3.469	       6.272	       3.390	1	11610
       3.290	       6.272	       3.390	1	11612
       3.057	       6.272	       3.390	1	11614
       2.824	       6.308	       3.390	1	11616
       2.824	       6.648	       3.390	1	11618
       2.752	       6.702	       3.390	1	11620
       2.447	       6.702	       3.390	1	11622
       2.358	       6.648	       3.390	1	11624
       2.340	       6.469	       3.390	1	11626
       3.093	       8.569	       3.390	1	11628
       3.559	       9.699	       3.390	1	11630
       3.756	       9.645	       3.390	1	11632
       3.899	       9.412	       3.390	1	11634
       4.007	       7.725	       3.390	1	11636
       4.473	       8.856	       3.390	1	11638
       4.294	       6.971	       3.390	1	11640
       4.240	       6.702	       3.390	1	11642
       3.917	       6.397	       3.390	1	11644
       3.684	       6.290	       3.390	1	11646
       3.379	       6.272	       3.390	1	11648
       3.200	       6.272	       3.390	1	11650
       2.967	       6.272	       3.390	1	11652
       2.734	       6.308	       3.390	1	11654
       2.734	       6.648	       3.390	1	11656
       2.662	       6.702	       3.390	1	11658
       2.358	       6.702	       3.390	1	11660
       2.268	       6.648	       3.390	1	11662
       2.250	       6.469	       3.390	1	11664
       3.039	       8.569	       3.390	1	11666
       3.505	       9.699	       3.390	1	11668
       3.702	       9.645	       3.390	1	11670
       3.846	       9.412	       3.390	1	11672
       3.953	       7.725	       3.390	1	11674
       4.419	       8.856	       3.390	1	11676
       4.240	       6.971	       3.390	1	11678
       4.186	       6.702	       3.390	1	11680
       3.630	       6.290	       3.390	1	11682
       3.326	       6.272	       3.390	1	11684
       3.146	       6.272	       3.390	1	11686
       2.913	       6.272	       3.390	1	11688
       2.680	       6.308	       3.390	1	11690
       2.680	       6.648	       3.390	1	11692
       2.609	       6.702	       3.390	1	11694
       2.304	       6.702	       3.390	1	11696
       2.214	       6.648	       3.390	1	11698
       2.196	       6.469	       3.390	1	11700
       2.913	       8.569	       3.390	1	11702
       3.379	       9.699	       3.390	1	11704
       3.577	       9.645	       3.390	1	11706
       3.720	       9.412	       3.390	1	11708
       3.828	       7.725	       3.390	1	11710
       4.294	       8.856	       3.390	1	11712
       4.115	       6.971	       3.390	1	11714
       4.061	       6.702	       3.390	1	11716
       3.738	       6.397	       3.390	1	11718
       3.505	       6.290	       3.390	1	11720
       3.021	       6.272	       3.390	1	11722
       2.788	       6.272	       3.390	1	11724
       2.555	       6.308	       3.390	1	11726
       2.555	       6.648	       3.390	1	11728
       2.483	       6.702	       3.390	1	11730
       2.178	       6.702	       3.390	1	11732
       2.089	       6.648	       3.390	1	11734
       2.071	       6.469	       3.390	1	11736
       2.770	       8.569	       3.390	1	11738
       3.236	       9.699	       3.390	1	11740
       3.433	       9.645	       3.390	1	11742
       3.577	       9.412	       3.390	1	11744
       3.684	       7.725	       3.390	1	11746
       4.150	       8.856	       3.390	1	11748
       3.971	       6.971	       3.390	1	11750
       3.917	       6.702	       3.390	1	11752
       3.595	       6.397	       3.390	1	11754
       3.362	       6.290	       3.390	1	11756
       2.877	       6.272	       3.390	1	11758
       2.644	       6.272	       3.390	1	11760
       2.411	       6.308	       3.390	1	11762
       2.411	       6.648	       3.390	1	11764
       2.340	       6.702	       3.390	1	11766
       2.035	       6.702	       3.390	1	11768
       1.945	       6.648	       3.390	1	11770
       1.927	       6.469	       3.390	1	11772
       2.626	       8.569	       3.390	1	11774
       3.093	       9.699	       3.390	1	11776
       3.290	       9.645	       3.390	1	11778
       3.433	       9.412	       3.390	1	11780
       3.541	       7.725	       3.390	1	11782
       4.007	       8.856	       3.390	1	11784
       3.828	       6.971	       3.390	1	11786
       3.774	       6.702	       3.390	1	11788
       3.451	       6.397	       3.390	1	11790
       3.218	       6.290	       3.390	1	11792
       2.734	       6.272	       3.390	1	11794
       2.501	       6.272	       3.390	1	11796
       2.268	       6.308	       3.390	1	11798
       2.196	       6.702	       3.390	1	11800
       1.891	       6.702	       3.390	1	11802
       1.802	       6.648	       3.390	1	11804
       1.784	       6.469	       3.390	1	11806
       2.465	       8.604	       3.390	1	11808
       2.931	       9.735	       3.390	1	11810
       3.128	       9.681	       3.390	1	11812
       3.272	       9.448	       3.390	1	11814
       3.379	       7.761	       3.390	1	11816
       3.846	       8.892	       3.390	1	11818
       3.666	       7.007	       3.390	1	11820
       3.613	       6.738	       3.390	1	11822
       3.290	       6.433	       3.390	1	11824
       3.057	       6.325	       3.390	1	11826
       2.752	       6.308	       3.390	1	11828
       2.573	       6.308	       3.390	1	11830
       2.340	       6.308	       3.390	1	11832
       2.107	       6.343	       3.390	1	11834
       2.107	       6.684	       3.390	1	11836
       2.035	       6.738	       3.390	1	11838
       1.730	       6.738	       3.390	1	11840
       1.640	       6.684	       3.390	1	11842
       1.623	       6.505	       3.390	1	11844
       2.340	       8.604	       3.390	1	11846
       2.806	       9.735	       3.390	1	11848
       3.003	       9.681	       3.390	1	11850
       3.146	       9.448	       3.390	1	11852
       3.254	       7.761	       3.390	1	11854
       3.720	       8.892	       3.390	1	11856
       3.541	       7.007	       3.390	1	11858
       3.487	       6.738	       3.390	1	11860
       3.164	       6.433	       3.390	1	11862
       2.931	       6.325	       3.390	1	11864
       2.626	       6.308	       3.390	1	11866
       2.447	       6.308	       3.390	1	11868
       2.214	       6.308	       3.390	1	11870
       1.981	       6.343	       3.390	1	11872
       1.981	       6.684	       3.390	1	11874
       1.909	       6.738	       3.390	1	11876
       1.605	       6.738	       3.390	1	11878
       1.515	       6.684	       3.390	1	11880
       1.497	       6.505	       3.390	1	11882
       2.214	       8.604	       3.390	1	11884
       2.680	       9.735	       3.390	1	11886
       2.877	       9.681	       3.390	1	11888
       3.021	       9.448	       3.390	1	11890
       3.128	       7.761	       3.390	1	11892
       3.595	       8.892	       3.390	1	11894
       3.415	       7.007	       3.390	1	11896
       3.362	       6.738	       3.390	1	11898
       3.039	       6.433	       3.390	1	11900
       2.806	       6.325	       3.390	1	11902
       2.501	       6.308	       3.390	1	11904
       2.089	       6.308	       3.390	1	11906
       1.856	       6.343	       3.390	1	11908
       1.856	       6.684	       3.390	1	11910
       1.784	       6.738	       3.390	1	11912
       1.479	       6.738	       3.390	1	11914
       1.389	       6.684	       3.390	1	11916
       1.372	       6.505	       3.390	1	11918
       2.142	       8.604	       3.390	1	11920
       2.609	       9.735	       3.390	1	11922
       2.806	       9.681	       3.390	1	11924
       2.949	       9.448	       3.390	1	11926
       3.057	       7.761	       3.390	1	11928
       3.523	       8.892	       3.390	1	11930
       3.344	       7.007	       3.390	1	11932
       3.290	       6.738	       3.390	1	11934
       2.967	       6.433	       3.390	1	11936
       2.734	       6.325	       3.390	1	11938
       2.429	       6.308	       3.390	1	11940
       2.250	       6.308	       3.390	1	11942
       1.784	       6.343	       3.390	1	11944
       1.784	       6.684	       3.390	1	11946
       1.712	       6.738	       3.390	1	11948
       1.407	       6.738	       3.390	1	11950
       1.318	       6.684	       3.390	1	11952
       1.300	       6.505	       3.390	1	11954
       1.999	       8.604	       3.390	1	11956
       2.465	       9.735	       3.390	1	11958
       2.662	       9.681	       3.390	1	11960
       2.806	       9.448	       3.390	1	11962
       2.913	       7.761	       3.390	1	11964
       3.379	       8.892	       3.390	1	11966
       3.200	       7.007	       3.390	1	11968
       3.146	       6.738	       3.390	1	11970
       2.824	       6.433	       3.390	1	11972
       2.591	       6.325	       3.390	1	11974
       2.286	       6.308	       3.390	1	11976
       2.107	       6.308	       3.390	1	11978
       1.874	       6.308	       3.390	1	11980
       1.640	       6.343	       3.390	1	11982
       1.569	       6.738	       3.390	1	11984
       1.264	       6.738	       3.390	1	11986
       1.174	       6.684	       3.390	1	11988
       1.156	       6.505	       3.390	1	11990
       1.838	       8.497	       3.390	1	11992
       2.304	       9.627	       3.390	1	11994
       2.501	       9.573	       3.390	1	11996
       2.644	       9.340	       3.390	1	11998
       2.752	       7.653	       3.390	1	12000
       3.218	       8.784	       3.390	1	12002
       3.039	       6.900	       3.390	1	12004
       2.985	       6.631	       3.390	1	12006
       2.662	       6.325	       3.390	1	12008
       2.429	       6.218	       3.390	1	12010
       2.125	       6.200	       3.390	1	12012
       1.945	       6.200	       3.390	1	12014
       1.712	       6.200	       3.390	1	12016
       1.479	       6.236	       3.390	1	12018
       1.479	       6.577	       3.390	1	12020
       1.407	       6.631	       3.390	1	12022
       1.103	       6.631	       3.390	1	12024
       1.013	       6.577	       3.390	1	12026
       0.995	       6.397	       3.390	1	12028
       1.748	       8.443	       3.390	1	12030
       2.214	       9.573	       3.390	1	12032
       2.411	       9.520	       3.390	1	12034
       2.555	       9.286	       3.390	1	12036
       2.662	       7.600	       3.390	1	12038
       3.128	       8.730	       3.390	1	12040
       2.949	       6.846	       3.390	1	12042
       2.895	       6.577	       3.390	1	12044
       2.573	       6.272	       3.390	1	12046
       2.340	       6.164	       3.390	1	12048
       2.035	       6.146	       3.390	1	12050
       1.856	       6.146	       3.390	1	12052
       1.623	       6.146	       3.390	1	12054
       1.389	       6.182	       3.390	1	12056
       1.389	       6.523	       3.390	1	12058
       1.318	       6.577	       3.390	1	12060
       1.013	       6.577	       3.390	1	12062
       0.923	       6.523	       3.390	1	12064
       0.905	       6.343	       3.390	1	12066
       1.730	       8.371	       3.390	1	12068
       2.196	       9.502	       3.390	1	12070
       2.393	       9.448	       3.390	1	12072
       2.537	       9.215	       3.390	1	12074
       2.644	       7.528	       3.390	1	12076
       3.111	       8.658	       3.390	1	12078
       2.931	       6.774	       3.390	1	12080
       2.877	       6.505	       3.390	1	12082
       2.555	       6.200	       3.390	1	12084
       2.322	       6.092	       3.390	1	12086
       2.017	       6.074	       3.390	1	12088
       1.838	       6.074	       3.390	1	12090
       1.605	       6.074	       3.390	1	12092
       1.372	       6.110	       3.390	1	12094
       1.372	       6.451	       3.390	1	12096
       1.300	       6.505	       3.390	1	12098
       0.995	       6.505	       3.390	1	12100
       0.905	       6.451	       3.390	1	12102
       0.887	       6.272	       3.390	1	12104
       1.730	       8.317	       3.390	1	12106
       2.196	       9.448	       3.390	1	12108
       2.393	       9.394	       3.390	1	12110
       2.537	       9.161	       3.390	1	12112
       2.644	       7.474	       3.390	1	12114
       3.111	       8.604	       3.390	1	12116
       2.931	       6.720	       3.390	1	12118
       2.877	       6.451	       3.390	1	12120
       2.555	       6.146	       3.390	1	12122
       2.322	       6.038	       3.390	1	12124
       2.017	       6.020	       3.390	1	12126
       1.838	       6.020	       3.390	1	12128
       1.605	       6.020	       3.390	1	12130
       1.372	       6.056	       3.390	1	12132
       1.372	       6.397	       3.390	1	12134
       1.300	       6.451	       3.390	1	12136
       0.995	       6.451	       3.390	1	12138
       0.905	       6.397	       3.390	1	12140
       0.887	       6.218	       3.390	1	12142
       1.730	       8.246	       3.390	1	12144
       2.196	       9.376	       3.390	1	12146
       2.393	       9.322	       3.390	1	12148
       2.537	       9.089	       3.390	1	12150
       2.644	       7.402	       3.390	1	12152
       3.111	       8.533	       3.390	1	12154
       2.931	       6.648	       3.390	1	12156
       2.877	       6.379	       3.390	1	12158
       2.555	       6.074	       3.390	1	12160
       2.322	       5.967	       3.390	1	12162
       2.017	       5.949	       3.390	1	12164
       1.838	       5.949	       3.390	1	12166
       1.605	       5.949	       3.390	1	12168
       1.372	       5.985	       3.390	1	12170
       1.372	       6.325	       3.390	1	12172
       1.300	       6.379	       3.390	1	12174
       0.995	       6.379	       3.390	1	12176
       0.905	       6.325	       3.390	1	12178
       0.887	       6.146	       3.390	1	12180
       1.730	       8.210	       3.390	1	12182
       2.196	       9.340	       3.390	1	12184
       2.393	       9.286	       3.390	1	12186
       2.537	       9.053	       3.390	1	12188
       2.644	       7.366	       3.390	1	12190
       3.111	       8.497	       3.390	1	12192
       2.931	       6.613	       3.390	1	12194
       2.877	       6.343	       3.390	1	12196
       2.555	       6.038	       3.390	1	12198
       2.322	       5.931	       3.390	1	12200
       2.017	       5.913	       3.390	1	12202
       1.838	       5.913	       3.390	1	12204
       1.605	       5.913	       3.390	1	12206
       1.372	       5.949	       3.390	1	12208
       1.372	       6.290	       3.390	1	12210
       1.300	       6.343	       3.390	1	12212
       0.995	       6.343	       3.390	1	12214
       0.905	       6.290	       3.390	1	12216
       0.887	       6.110	       3.390	1	12218
       1.730	       8.030	       3.390	1	12220
       2.196	       9.161	       3.390	1	12222
       2.393	       9.107	       3.390	1	12224
       2.537	       8.874	       3.390	1	12226
       2.644	       7.187	       3.390	1	12228
       3.111	       8.317	       3.390	1	12230
       2.931	       6.433	       3.390	1	12232
       2.877	       6.164	       3.390	1	12234
       2.555	       5.859	       3.390	1	12236
       2.322	       5.751	       3.390	1	12238
       2.017	       5.733	       3.390	1	12240
       1.838	       5.733	       3.390	1	12242
       1.605	       5.733	       3.390	1	12244
       1.372	       5.769	       3.390	1	12246
       1.372	       6.110	       3.390	1	12248
       1.300	       6.164	       3.390	1	12250
       0.995	       6.164	       3.390	1	12252
       0.905	       6.110	       3.390	1	12254
       0.887	       5.931	       3.390	1	12256
       1.730	       7.635	       3.390	1	12258
       2.196	       8.766	       3.390	1	12260
       2.393	       8.712	       3.390	1	12262
       2.537	       8.479	       3.390	1	12264
       2.644	       6.792	       3.390	1	12266
       3.111	       7.923	       3.390	1	12268
       2.931	       6.038	       3.390	1	12270
       2.877	       5.769	       3.390	1	12272
       2.555	       5.464	       3.390	1	12274
       2.322	       5.356	       3.390	1	12276
       2.017	       5.339	       3.390	1	12278
       1.838	       5.339	       3.390	1	12280
       1.605	       5.339	       3.390	1	12282
       1.372	       5.374	       3.390	1	12284
       1.372	       5.715	       3.390	1	12286
       1.300	       5.769	       3.390	1	12288
       0.995	       5.769	       3.390	1	12290
       0.905	       5.715	       3.390	1	12292
       0.887	       5.536	       3.390	1	12294
       1.748	       7.456	       3.390	1	12296
       2.214	       8.586	       3.390	1	12298
       2.411	       8.533	       3.390	1	12300
       2.555	       8.299	       3.390	1	12302
       2.662	       6.613	       3.390	1	12304
       3.128	       7.743	       3.390	1	12306
       2.949	       5.859	       3.390	1	12308
       2.895	       5.590	       3.390	1	12310
       2.573	       5.285	       3.390	1	12312
       2.340	       5.177	       3.390	1	12314
       2.035	       5.159	       3.390	1	12316
       1.856	       5.159	       3.390	1	12318
       1.623	       5.159	       3.390	1	12320
       1.389	       5.195	       3.390	1	12322
       1.389	       5.536	       3.390	1	12324
       1.318	       5.590	       3.390	1	12326
       1.013	       5.590	       3.390	1	12328
       0.923	       5.536	       3.390	1	12330
       0.905	       5.356	       3.390	1	12332
       1.766	       7.384	       3.390	1	12334
       2.232	       8.515	       3.390	1	12336
       2.429	       8.461	       3.390	1	12338
       2.573	       8.228	       3.390	1	12340
       2.680	       6.541	       3.390	1	12342
       3.146	       7.671	       3.390	1	12344
       2.967	       5.787	       3.390	1	12346
       2.913	       5.518	       3.390	1	12348
       2.591	       5.213	       3.390	1	12350
       2.358	       5.105	       3.390	1	12352
       2.053	       5.087	       3.390	1	12354
       1.874	       5.087	       3.390	1	12356
       1.640	       5.087	       3.390	1	12358
       1.407	       5.123	       3.390	1	12360
       1.407	       5.464	       3.390	1	12362
       1.336	       5.518	       3.390	1	12364
       1.031	       5.518	       3.390	1	12366
       0.941	       5.464	       3.390	1	12368
       0.923	       5.285	       3.390	1	12370
       1.802	       7.151	       3.390	1	12372
       2.268	       8.281	       3.390	1	12374
       2.465	       8.228	       3.390	1	12376
       2.609	       7.994	       3.390	1	12378
       2.716	       6.308	       3.390	1	12380
       3.182	       7.438	       3.390	1	12382
       3.003	       5.554	       3.390	1	12384
       2.949	       5.285	       3.390	1	12386
       2.626	       4.980	       3.390	1	12388
       2.393	       4.872	       3.390	1	12390
       2.089	       4.854	       3.390	1	12392
       1.909	       4.854	       3.390	1	12394
       1.676	       4.854	       3.390	1	12396
       1.443	       4.890	       3.390	1	12398
       1.443	       5.231	       3.390	1	12400
       1.372	       5.285	       3.390	1	12402
       1.067	       5.285	       3.390	1	12404
       0.977	       5.231	       3.390	1	12406
       0.959	       5.051	       3.390	1	12408
       1.999	       6.792	       3.390	1	12410
       2.465	       7.923	       3.390	1	12412
       2.662	       7.869	       3.390	1	12414
       2.806	       7.635	       3.390	1	12416
       2.913	       5.949	       3.390	1	12418
       3.379	       7.079	       3.390	1	12420
       3.200	       5.195	       3.390	1	12422
       3.146	       4.926	       3.390	1	12424
       2.824	       4.621	       3.390	1	12426
       2.591	       4.513	       3.390	1	12428
       2.286	       4.495	       3.390	1	12430
       2.107	       4.495	       3.390	1	12432
       1.874	       4.495	       3.390	1	12434
       1.640	       4.531	       3.390	1	12436
       1.640	       4.872	       3.390	1	12438
       1.569	       4.926	       3.390	1	12440
       1.264	       4.926	       3.390	1	12442
       1.174	       4.872	       3.390	1	12444
       1.156	       4.693	       3.390	1	12446
       2.071	       6.792	       3.390	1	12448
       2.537	       7.923	       3.390	1	12450
       2.734	       7.869	       3.390	1	12452
       2.877	       7.635	       3.390	1	12454
       2.985	       5.949	       3.390	1	12456
       3.451	       7.079	       3.390	1	12458
       3.272	       5.195	       3.390	1	12460
       3.218	       4.926	       3.390	1	12462
       2.895	       4.621	       3.390	1	12464
       2.662	       4.513	       3.390	1	12466
       2.358	       4.495	       3.390	1	12468
       2.178	       4.495	       3.390	1	12470
       1.945	       4.495	       3.390	1	12472
       1.712	       4.531	       3.390	1	12474
       1.712	       4.872	       3.390	1	12476
       1.640	       4.926	       3.390	1	12478
       1.336	       4.926	       3.390	1	12480
       1.246	       4.872	       3.390	1	12482
       1.228	       4.693	       3.390	1	12484
       2.160	       6.792	       3.390	1	12486
       2.626	       7.923	       3.390	1	12488
       2.824	       7.869	       3.390	1	12490
       2.967	       7.635	       3.390	1	12492
       3.075	       5.949	       3.390	1	12494
       3.541	       7.079	       3.390	1	12496
       3.362	       5.195	       3.390	1	12498
       3.308	       4.926	       3.390	1	12500
       2.985	       4.621	       3.390	1	12502
       2.752	       4.513	       3.390	1	12504
       2.447	       4.495	       3.390	1	12506
       2.268	       4.495	       3.390	1	12508
       2.035	       4.495	       3.390	1	12510
       1.802	       4.531	       3.390	1	12512
       1.802	       4.872	       3.390	1	12514
       1.730	       4.926	       3.390	1	12516
       1.425	       4.926	       3.390	1	12518
